,ghi,dni,dhi
2020-06-21 06:00:00-06:00,0.31967783774064035,0.0,0.31967783774064035
2020-06-21 07:00:00-06:00,111.56216034520479,219.1708800423077,67.55109468096634
2020-06-21 08:00:00-06:00,304.5083386582304,486.46978065202745,111.81477517827565
2020-06-21 09:00:00-06:00,511.5646089456534,655.9597544938972,131.13374900070306
2020-06-21 10:00:00-06:00,687.4606807025458,678.4961296641624,185.47886339313328
2020-06-21 11:00:00-06:00,825.9537574858548,668.8136078244005,247.52071138738233
2020-06-21 12:00:00-06:00,843.7480036738078,480.6855500304148,388.7788237634911
2020-06-21 13:00:00-06:00,877.2272341435556,469.698346927159,417.30297018463347
2020-06-21 14:00:00-06:00,858.2944620782628,476.0155513957108,400.9831035284799
2020-06-21 15:00:00-06:00,782.621636421318,488.12304889583834,347.0655911492891
2020-06-21 16:00:00-06:00,667.4401989986422,508.9309033626799,271.15892517895503
2020-06-21 17:00:00-06:00,515.0834696615323,493.95677843156994,205.13055089689823
2020-06-21 18:00:00-06:00,310.7092768572981,322.9164773273182,165.68297376251704
2020-06-21 19:00:00-06:00,140.89010765382542,191.72953887516636,91.86881889528627
2020-06-21 20:00:00-06:00,9.426463771069447,0.0,9.426463771069447
2020-06-21 21:00:00-06:00,0.0,0.0,0.0
2020-06-21 22:00:00-06:00,0.0,0.0,0.0
2020-06-21 23:00:00-06:00,0.0,0.0,0.0
2020-06-22 00:00:00-06:00,0.0,0.0,0.0
