,ghi,dni,dhi
2020-06-23 06:00:00-06:00,0.25385792494989795,0.0,0.25385792494989795
2020-06-23 07:00:00-06:00,114.68778770660064,249.16503143905052,65.06172535398395
2020-06-23 08:00:00-06:00,316.6402814514122,556.4036772629595,97.12117920520527
2020-06-23 09:00:00-06:00,519.3618512139728,692.2826306152274,118.84517275807883
2020-06-23 10:00:00-06:00,698.9343095907565,722.8737038632706,164.96888275292906
2020-06-23 11:00:00-06:00,840.4717209051187,719.5646642283909,218.76981157055025
2020-06-23 12:00:00-06:00,933.3578943774331,707.5936502441564,263.98480127192954
2020-06-23 13:00:00-06:00,970.8627845350088,700.8582066461299,284.69006344409036
2020-06-23 14:00:00-06:00,950.3051398430094,704.6782933218219,273.1606536680101
2020-06-23 15:00:00-06:00,873.1499496599517,716.1559711273948,233.72239172111654
2020-06-23 16:00:00-06:00,744.955230345232,724.0005408426794,180.6082708897609
2020-06-23 17:00:00-06:00,575.2018887094655,707.0557803706203,130.8020930363685
2020-06-23 18:00:00-06:00,377.3811952901626,616.2963514073346,99.88890338810023
2020-06-23 19:00:00-06:00,171.51493861424555,370.5957508722806,76.33187497056453
2020-06-23 20:00:00-06:00,11.5180793245778,0.0,11.5180793245778
2020-06-23 21:00:00-06:00,0.0,0.0,0.0
2020-06-23 22:00:00-06:00,0.0,0.0,0.0
2020-06-23 23:00:00-06:00,0.0,0.0,0.0
