,i_sc,i_mp,v_oc,v_mp,p_mp,i_x,i_xx
2020-06-15 06:00:00-06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15 06:05:00-06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-15 06:10:00-06:00,0.004966473493400216,0.004493997658724357,538.9411319695803,0.0,0.0,0.004836898884591831,0.0035926191172319776
2020-06-15 06:15:00-06:00,0.05148712652509501,0.04658380286014295,659.53146695956,384.758321192735,17.92350578324193,0.05014547016178941,0.03719865440180489
2020-06-15 06:20:00-06:00,0.0852943583364751,0.07716525621421123,685.6171717531363,450.6555062079506,34.77494760088157,0.08307371915873096,0.06156870911705234
2020-06-15 06:25:00-06:00,0.11261441251320148,0.10187500063058053,700.0057824953078,484.0582227223766,49.31343174507981,0.10968459662744404,0.08123052033440753
2020-06-15 06:30:00-06:00,0.13695549610158014,0.1238877733080509,710.1575156539686,506.36496235970475,62.732427667958824,0.13339469072354926,0.09872436232612931
2020-06-15 06:35:00-06:00,0.1598230970450061,0.1445657625706058,718.1818874999146,523.2596966633325,75.64543707059855,0.1556702362944593,0.11513856963437477
2020-06-15 06:40:00-06:00,0.18175967129858872,0.16439985375895788,724.8789290073614,536.8603658318525,88.25976563173718,0.17703953127037067,0.13086569283491956
2020-06-15 06:45:00-06:00,0.20288174768310654,0.18349569024189102,730.618057075063,548.1518739941332,100.58350647593956,0.19761601247382762,0.14599147593488415
2020-06-15 06:50:00-06:00,0.22310907646906708,0.20178101585610858,735.5977307940544,557.6736526122959,112.52795614029566,0.21732142923071796,0.1604605190486032
2020-06-15 06:55:00-06:00,0.2422446521280372,0.2190780964117275,739.9338199611673,565.7511706475865,123.94368950817966,0.23596377720366674,0.17413419659378404
2020-06-15 07:00:00-06:00,0.25997583537904095,0.23510479059347983,743.6905006983294,572.5807315787788,134.61647299569026,0.2532383782663431,0.18679183016897719
2020-06-15 07:05:00-06:00,0.29472395361009546,0.2664945791326174,749.430183274025,583.2801045345182,155.4409859743555,0.2870929640885456,0.21156249769178856
2020-06-15 07:10:00-06:00,0.32695583081141083,0.2956040526166085,754.1081676781638,591.7450945471862,174.92224806414637,0.3184974852590909,0.23449819434049302
2020-06-15 07:15:00-06:00,0.3541730043487335,0.3201791815604054,757.6651850805919,598.0246573518077,191.47504534384368,0.345017127834392,0.2538346091070674
2020-06-15 07:20:00-06:00,0.3645134440347496,0.3295147919777412,758.947719719814,600.2475455309308,197.7904451007744,0.35509282411354687,0.26117354609227533
2020-06-15 07:25:00-06:00,0.38278545547036213,0.34600901400493256,761.0901700373184,603.9339791238118,208.96660064070565,0.37289737846475957,0.2741317960632152
2020-06-15 07:30:00-06:00,0.42062504692033476,0.38015914633105774,765.1367626793304,610.7725023936347,232.19075311244808,0.4097703576194992,0.30092657894751074
2020-06-15 07:35:00-06:00,0.4587759713911042,0.41458017609154485,768.7882255515476,616.7853238309962,255.70696816453489,0.44694869198778747,0.3278865048892384
2020-06-15 07:40:00-06:00,0.4972259488741533,0.4492607223439462,772.101412203802,622.1073809313926,279.488411332738,0.48442046159235513,0.3550015804930941
2020-06-15 07:45:00-06:00,0.5359653713029306,0.48419182279328377,775.1214151047061,626.8437245439746,303.51260559347816,0.5221763483932252,0.38226375341361085
2020-06-15 07:50:00-06:00,0.5749866555366832,0.5193663484740956,777.8846207934425,631.0776159109197,327.76047697939214,0.5602090063090488,0.40966643992508595
2020-06-15 07:55:00-06:00,0.6142837460283321,0.5547785528317745,780.4207973556829,634.8760395972677,352.2156104753405,0.5985125769499332,0.4372041626543254
2020-06-15 08:00:00-06:00,0.653851741197244,0.5904237324574956,782.7545766342721,638.2935768588674,376.86367605265775,0.6370823257882551,0.4648722789035378
2020-06-15 08:05:00-06:00,0.7098825798928023,0.6408965254546427,786.1536522934105,643.0051656467863,412.0997765124123,0.6917032412076456,0.5039496739102555
2020-06-15 08:10:00-06:00,0.7661869052904824,0.6915961705195208,789.248276082626,647.1556426296553,447.5703641727692,0.746595066236373,0.5430972487112097
2020-06-15 08:15:00-06:00,0.8227474973859447,0.7425069025463455,792.0794249949971,650.830601246787,483.2462138141275,0.8017410725170098,0.5823013599380028
2020-06-15 08:20:00-06:00,0.879549598302386,0.7936151984249697,794.6804357079227,654.098326729199,519.102373356634,0.8571269274797471,0.6215502041675239
